task	vernal	rna3dmotif	bgsu	carnaval
protein	(0.853089943487977, 0.7319037149047323)	(0.8407808503241858, 0.732588338150566)	(0.8405907874962093, 0.7311128064467953)	(0.8405764816369381, 0.7311475489555177)
